bxzg	phrase-initial
bxzq	phrase-initial
by	adjacent-key,phrase-initial
byanx	phrase-mixed
bye	phrase-mixed
byi	phrase-mixed
byqlel	phrase-initial
byu	phrase-mixed
byuan	phrase-mixed
byuanqlielai	phrase-mixed
byuezzhi	phrase-mixed
byx	phrase-initial
byzz	phrase-initial
bz	phrase-initial
bzai	phrase-mixed
bzdd	phrase-initial
bzha	phrase-mixed
bzhan	phrase-mixed
bzhanghyi	phrase-mixed
bzhi	phrase-mixed
bzhiddi	phrase-mixed
bzhirgui	phrase-mixed
bzhongtju	phrase-mixed
bzhou	phrase-mixed
bzhy	phrase-initial
bzrg	phrase-initial
bztj	phrase-initial
c	missing-letter,phrase-prefix,syllable-prefix
ca	missing-letter,phrase-prefix,syllable,syllable-prefix
cab	adjacent-key
cabg	adjacent-key
cag	missing-letter,phrase-prefix
cagn	transposed-letters
cagu	phrase-prefix
caguo	phrase-full
cah	transposed-letters
cahi	transposed-letters
cahn	transposed-letters
cahng	transposed-letters
caho	transposed-letters
cai	adjacent-key,missing-letter,phrase-prefix,syllable
caid	phrase-prefix
caide	phrase-prefix
caiden	phrase-prefix
caideng	phrase-prefix
caidengm	phrase-prefix
caidengmi	phrase-full
caidu	phrase-prefix
caiduo	phrase-full
caif	phrase-prefix
caife	phrase-prefix
caifen	phrase-prefix
caifend	phrase-prefix
caifendi	phrase-prefix
caifendie	phrase-full
caik	phrase-prefix
caiku	phrase-prefix
caikua	phrase-prefix
caikuan	phrase-prefix
caikuang	phrase-full
cais	phrase-prefix
caish	phrase-prefix
caishi	phrase-full
cam	adjacent-key
camg	adjacent-key
can	missing-letter,phrase-prefix,syllable,syllable-prefix
canc	phrase-prefix
cancu	phrase-prefix
cancun	phrase-prefix
cancunb	phrase-prefix
cancunbe	phrase-prefix
cancunben	phrase-full
canf	adjacent-key
cang	missing-letter,phrase-prefix,syllable
cangb	phrase-prefix
cangbu	phrase-prefix
cangbuz	phrase-prefix
cangbuzh	phrase-prefix
cangbuzhu	phrase-full
cangm	phrase-prefix
cangma	phrase-prefix
cangman	phrase-prefix
cangmang	phrase-full
cangr	phrase-prefix
cangra	phrase-prefix
cangran	phrase-full
canh	adjacent-key
canz	phrase-prefix
canzh	phrase-prefix
canzhu	phrase-prefix
canzhuo	phrase-prefix
canzhuos	phrase-prefix
canzhuosh	phrase-prefix
canzhuosha	phrase-prefix
canzhuoshan	phrase-prefix
canzhuoshang	phrase-full
cao	adjacent-key,missing-letter,phrase-prefix,syllable
caol	phrase-prefix
caolv	phrase-prefix
caolvc	phrase-prefix
caolvch	phrase-prefix
caolvcho	phrase-prefix
caolvchon	phrase-prefix
caolvchong	phrase-full
caos	phrase-prefix
caosh	phrase-prefix
caoshu	phrase-prefix
caoshua	phrase-prefix
caoshuai	phrase-prefix
caoshuaic	phrase-prefix
caoshuaico	phrase-prefix
caoshuaicon	phrase-prefix
caoshuaicong	phrase-prefix
caoshuaicongs	phrase-prefix
caoshuaicongsh	phrase-prefix
caoshuaicongshi	phrase-full
caox	phrase-mixed
cap	adjacent-key
cau	adjacent-key
caun	transposed-letters
cax	phrase-initial
cb	phrase-initial
cband	phrase-mixed
cbd	phrase-initial
cbi	phrase-mixed
cbuz	phrase-mixed
cbz	phrase-initial
cc	phrase-initial
ccai	phrase-mixed
ccb	phrase-initial
ccg	phrase-initial
cchang	phrase-mixed
cchi	phrase-mixed
cchoug	phrase-mixed
cchu	phrase-mixed
ccunb	phrase-mixed
cd	phrase-initial
cdao	phrase-mixed
cdek	phrase-mixed
cdengm	phrase-mixed
cdi	phrase-mixed
cdian	phrase-mixed
cdianj	phrase-mixed
cdj	phrase-initial
cdk	phrase-initial
cdm	phrase-initial
cdu	phrase-mixed
cduo	phrase-mixed
ce	missing-letter,phrase-prefix,syllable,syllable-prefix
ceb	adjacent-key,phrase-prefix
cebg	adjacent-key
cebi	phrase-full
ceg	missing-letter
cegn	transposed-letters
ceh	transposed-letters
cehn	transposed-letters
cehng	transposed-letters
cem	adjacent-key
cemg	adjacent-key
cen	missing-letter,syllable,syllable-prefix
cenf	adjacent-key
ceng	missing-letter,syllable
cenh	adjacent-key
cew	phrase-prefix
cewe	phrase-prefix
cewen	phrase-full
cf	phrase-initial
cfang	phrase-mixed
cfd	phrase-initial
cfend	phrase-mixed
cfh	phrase-initial
cfjl	phrase-initial
cfuh	phrase-mixed
cfujlu	phrase-mixed
cg	phrase-initial
cga	adjacent-key
cgai	adjacent-key
cgan	adjacent-key
cgang	adjacent-key
cgao	adjacent-key
cgc	phrase-initial
cge	adjacent-key
cgen	adjacent-key
cgeng	adjacent-key
cgi	adjacent-key
cgong	adjacent-key,phrase-mixed
cgou	adjacent-key
cgu	adjacent-key
cgua	adjacent-key
cguai	adjacent-key
cguan	adjacent-key,phrase-mixed
cguang	adjacent-key
cguc	phrase-mixed
cgui	adjacent-key,phrase-mixed
cgun	adjacent-key
cguo	adjacent-key,phrase-mixed
ch	missing-letter,phrase-initial,phrase-prefix,syllable-prefix
cha	missing-letter,phrase-prefix,syllable,syllable-prefix
chab	adjacent-key
chabg	adjacent-key
chad	phrase-prefix
chadi	phrase-prefix
chadia	phrase-prefix
chadian	phrase-full
chag	missing-letter
chagn	transposed-letters
chah	phrase-prefix
chahe	phrase-prefix
chahen	phrase-prefix
chahend	phrase-prefix
chahendu	phrase-prefix
chahenduo	phrase-full
chai	adjacent-key,missing-letter,syllable
chaj	phrase-prefix
chaji	phrase-prefix
chajin	phrase-prefix
chajing	phrase-full
chal	phrase-prefix
chali	phrase-prefix
chaliw	phrase-prefix
chaliwa	phrase-prefix
chaliwan	phrase-prefix
chaliwang	phrase-full
cham	adjacent-key
chamg	adjacent-key
chan	missing-letter,phrase-mixed,phrase-prefix,syllable,syllable-prefix
chand	phrase-prefix
chandi	phrase-full
chanf	adjacent-key
chang	missing-letter,phrase-prefix,syllable
changd	phrase-prefix
changda	phrase-prefix
changdao	phrase-full
changg	phrase-prefix
changgu	phrase-prefix
changguc	phrase-prefix
changguch	phrase-prefix
changguchu	phrase-prefix
changguchua	phrase-prefix
changguchuan	phrase-full
changgui	phrase-full
changh	phrase-prefix
changhe	phrase-full
changm	phrase-prefix
changmi	phrase-prefix
changmin	phrase-prefix
changming	phrase-full
changq	phrase-prefix
changqi	phrase-prefix
changqin	phrase-prefix
changqing	phrase-full
changy	phrase-prefix
changyi	phrase-prefix
changyig	phrase-prefix
changyiga	phrase-prefix
changyigao	phrase-prefix
changyigaoz	phrase-prefix
changyigaozh	phrase-prefix
changyigaozho	phrase-prefix
changyigaozhon	phrase-prefix
changyigaozhong	phrase-full
changyin	phrase-prefix
changyinc	phrase-prefix
changyinch	phrase-prefix
changyinche	phrase-prefix
changyinchen	phrase-prefix
changyincheng	phrase-full
chanh	adjacent-key,phrase-prefix
chanhu	phrase-prefix
chanhui	phrase-prefix
chanhuil	phrase-prefix
chanhuilu	phrase-full
chao	adjacent-key,phrase-prefix,syllable
chaoj	phrase-prefix
chaoji	phrase-prefix
chaojia	phrase-prefix
chaojian	phrase-prefix
chaojiang	phrase-prefix
chaojiangs	phrase-prefix
chaojiangsi	phrase-full
chaos	phrase-prefix
chaosh	phrase-prefix
chaosha	phrase-prefix
chaoshao	phrase-full
chaoz	phrase-prefix
chaoza	phrase-prefix
chaozai	phrase-full
chap	adjacent-key
chau	adjacent-key,transposed-letters
chaui	transposed-letters
chaun	transposed-letters
chaung	transposed-letters
chd	phrase-initial
che	missing-letter,phrase-mixed,phrase-prefix,syllable,syllable-prefix
cheb	adjacent-key
chebg	adjacent-key
cheg	missing-letter
chegn	transposed-letters
chem	adjacent-key
chemg	adjacent-key
chen	missing-letter,phrase-prefix,syllable,syllable-prefix
chend	phrase-mixed,phrase-prefix
chendi	phrase-prefix
chendia	phrase-prefix
chendian	phrase-prefix
chendianj	phrase-prefix
chendianji	phrase-full
chenf	adjacent-key,phrase-prefix
chenfu	phrase-prefix
chenfuh	phrase-prefix
chenfuha	phrase-prefix
chenfuhai	phrase-full
cheng	phrase-prefix,syllable
chengc	phrase-prefix
chengca	phrase-prefix
chengcai	phrase-full
chengd	phrase-prefix
chengdu	phrase-full
chengk	phrase-prefix
chengka	phrase-prefix
chengkai	phrase-full
chengn	phrase-prefix
chengni	phrase-prefix
chengnia	phrase-prefix
chengnian	phrase-prefix
chengnianl	phrase-prefix
chengnianle	phrase-prefix
chengnianlei	phrase-prefix
chengnianleiy	phrase-prefix
chengnianleiyu	phrase-prefix
chengnianleiyue	phrase-full
chengp	phrase-prefix
chengpi	phrase-full
chengq	phrase-prefix
chengqi	phrase-full
chengr	phrase-prefix
chengre	phrase-prefix
chengren	phrase-prefix
chengrenz	phrase-prefix
chengrenzh	phrase-prefix
chengrenzhi	phrase-prefix
chengrenzhim	phrase-prefix
chengrenzhime	phrase-prefix
chengrenzhimei	phrase-full
chenh	adjacent-key
chenm	phrase-prefix
chenmu	phrase-full
cheny	phrase-prefix
chenyu	phrase-full
chi	adjacent-key,missing-letter,phrase-prefix,syllable
chia	adjacent-key,phrase-prefix,transposed-letters
chiai	adjacent-key
chian	adjacent-key
chiang	adjacent-key
chiao	phrase-prefix
chiaox	phrase-prefix
chiaoxi	phrase-prefix
chiaoxie	phrase-full
chid	phrase-prefix
chide	phrase-prefix
chidek	phrase-prefix
chideka	phrase-prefix
chidekai	phrase-full
chih	phrase-prefix
chiha	phrase-prefix
chihan	phrase-full
chii	adjacent-key
chim	phrase-prefix
chima	phrase-full
chin	adjacent-key
ching	adjacent-key
chio	adjacent-key
chiu	adjacent-key,transposed-letters
chl	phrase-initial
chn	missing-letter
chna	transposed-letters
chnag	transposed-letters
chne	transposed-letters
chneg	transposed-letters
chng	missing-letter
chnog	transposed-letters
chnu	transposed-letters
cho	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
choa	transposed-letters
chobg	adjacent-key
chog	missing-letter
chogn	transposed-letters
choi	adjacent-key
chomg	adjacent-key
chon	missing-letter,phrase-prefix,syllable-prefix
chonf	adjacent-key
chong	phrase-prefix,syllable
chongf	phrase-prefix
chongfu	phrase-prefix
chongfuj	phrase-prefix
chongfuji	phrase-prefix
chongfujil	phrase-prefix
chongfujilu	phrase-full
chongj	phrase-prefix
chongji	phrase-full
chongl	phrase-prefix
chongle	phrase-prefix
chonglei	phrase-full
chongm	phrase-prefix
chongmi	phrase-prefix
chongmin	phrase-prefix
chongming	phrase-prefix
chongmingg	phrase-prefix
chongminggu	phrase-prefix
chongmingguo	phrase-prefix
chongmingguoz	phrase-prefix
chongmingguozh	phrase-prefix
chongmingguozho	phrase-prefix
chongmingguozhon	phrase-prefix
chongmingguozhong	phrase-full
chongq	phrase-prefix
chongqu	phrase-full
chongs	phrase-prefix
chongse	phrase-prefix
chongsez	phrase-prefix
chongsezh	phrase-prefix
chongsezhe	phrase-full
chonh	adjacent-key
chou	phrase-prefix,syllable,transposed-letters
chouc	phrase-prefix
chouch	phrase-prefix
choucha	phrase-prefix
chouchan	phrase-prefix
chouchang	phrase-full
choucho	phrase-prefix
chouchou	phrase-prefix
chouchoug	phrase-prefix
chouchougu	phrase-prefix
chouchouguo	phrase-full
chout	phrase-prefix
chouto	phrase-prefix
chouton	phrase-prefix
choutong	phrase-prefix
choutongw	phrase-prefix
choutongwe	phrase-prefix
choutongwei	phrase-full
choux	phrase-prefix
chouxi	phrase-prefix
chouxia	phrase-prefix
chouxian	phrase-prefix
chouxiang	phrase-prefix
chouxiangz	phrase-prefix
chouxiangzh	phrase-prefix
chouxiangzhu	phrase-prefix
chouxiangzhuy	phrase-prefix
chouxiangzhuyi	phrase-full
choy	adjacent-key
chpng	adjacent-key
chpu	adjacent-key
chr	adjacent-key
chrn	adjacent-key
chrng	adjacent-key
chs	adjacent-key
chsi	adjacent-key
chsn	adjacent-key
chsng	adjacent-key
chso	adjacent-key
chu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
chua	missing-letter,phrase-prefix,syllable,syllable-prefix
chuab	adjacent-key
chuabg	adjacent-key
chuag	missing-letter
chuagn	transposed-letters
chuai	phrase-mixed,syllable
chuam	adjacent-key
chuamg	adjacent-key
chuan	missing-letter,phrase-prefix,syllable,syllable-prefix
chuanf	adjacent-key
chuang	phrase-prefix,syllable
chuangg	phrase-prefix
chuanggu	phrase-prefix
chuanggua	phrase-prefix
chuangguan	phrase-full
chuangj	phrase-prefix
chuangji	phrase-prefix
chuangjia	phrase-prefix
chuangjiao	phrase-full
chuangl	phrase-prefix
chuangli	phrase-full
chuango	phrase-prefix
chuangon	phrase-prefix
chuangong	phrase-full
chuangp	phrase-prefix
chuangpu	phrase-full
chuangs	phrase-prefix
chuangsh	phrase-prefix
chuangshi	phrase-full
chuangw	phrase-prefix
chuangwe	phrase-prefix
chuangwei	phrase-full
chuanh	adjacent-key
chuank	phrase-prefix
chuanko	phrase-prefix
chuankou	phrase-full
chuanr	phrase-prefix
chuanru	phrase-full
chuans	phrase-prefix
chuanso	phrase-prefix
chuanson	phrase-prefix
chuansong	phrase-prefix
chuansongl	phrase-prefix
chuansonglv	phrase-full
chuant	phrase-prefix
chuanto	phrase-prefix
chuanton	phrase-prefix
chuantong	phrase-prefix
chuantongh	phrase-prefix
chuantonghu	phrase-prefix
chuantonghua	phrase-full
chuanw	phrase-prefix
chuanwe	phrase-prefix
chuanwen	phrase-prefix
chuanwenz	phrase-prefix
chuanwenzh	phrase-prefix
chuanwenzho	phrase-prefix
chuanwenzhon	phrase-prefix
chuanwenzhong	phrase-full
chuanwu	phrase-full
chuanx	phrase-prefix
chuanxi	phrase-full
chuao	adjacent-key
chuau	adjacent-key
chub	adjacent-key,phrase-prefix
chuba	phrase-prefix
chuban	phrase-prefix
chuband	phrase-prefix
chubandi	phrase-full
chuc	phrase-prefix
chuch	phrase-prefix
chuchu	phrase-full
chuf	phrase-prefix
chufa	phrase-prefix
chufan	phrase-prefix
chufang	phrase-full
chui	adjacent-key,missing-letter,phrase-prefix,syllable
chuia	transposed-letters
chuil	phrase-mixed
chuix	phrase-prefix
chuixi	phrase-prefix
chuixia	phrase-prefix
chuixian	phrase-full
chuiz	phrase-prefix
chuizh	phrase-prefix
chuizhe	phrase-full
chuj	phrase-prefix
chuji	phrase-full,phrase-prefix
chujia	phrase-prefix
chujiao	phrase-prefix
chujiaoy	phrase-prefix
chujiaoya	phrase-prefix
chujiaoyan	phrase-prefix
chujiaoyang	phrase-full
chum	adjacent-key
chun	missing-letter,phrase-prefix,syllable
chuna	transposed-letters
chunag	transposed-letters
chunc	phrase-prefix
chunch	phrase-prefix
chunchi	phrase-full
chung	missing-letter
chunj	phrase-prefix
chunji	phrase-prefix
chunjia	phrase-prefix
chunjian	phrase-full
chunm	phrase-prefix
chunme	phrase-prefix
chunmen	phrase-prefix
chunmeng	phrase-full
chunn	phrase-prefix
chunnu	phrase-prefix
chunnua	phrase-prefix
chunnuan	phrase-prefix
chunnuanh	phrase-prefix
chunnuanhu	phrase-prefix
chunnuanhua	phrase-prefix
chunnuanhuak	phrase-prefix
chunnuanhuaka	phrase-prefix
chunnuanhuakai	phrase-full
chunw	phrase-prefix
chunwe	phrase-prefix
chunwen	phrase-prefix
chunwenx	phrase-prefix
chunwenxu	phrase-prefix
chunwenxue	phrase-full
chunx	phrase-prefix
chunxi	phrase-prefix
chunxia	phrase-prefix
chunxiao	phrase-full
chuny	phrase-prefix
chunyu	phrase-prefix
chunyum	phrase-prefix
chunyumi	phrase-prefix
chunyumia	phrase-prefix
chunyumian	phrase-prefix
chunyumianm	phrase-prefix
chunyumianmi	phrase-prefix
chunyumianmia	phrase-prefix
chunyumianmian	phrase-full
chuo	adjacent-key,syllable,transposed-letters
chup	adjacent-key
chuq	phrase-prefix
chuqu	phrase-full
chus	adjacent-key,phrase-prefix
chush	phrase-prefix
chushi	phrase-full,phrase-prefix
chushiz	phrase-prefix
chushizh	phrase-prefix
chushizhi	phrase-prefix
chushizhid	phrase-prefix
chushizhida	phrase-prefix
chushizhidao	phrase-full
chusho	phrase-prefix
chushou	phrase-full
chusi	adjacent-key
chusn	adjacent-key
chusng	adjacent-key
chuu	adjacent-key
chux	phrase-prefix
chuxi	phrase-full
chuxu	phrase-prefix
chuxue	phrase-prefix
chuxuez	phrase-prefix
chuxuezh	phrase-prefix
chuxuezhe	phrase-full
chuy	phrase-prefix
chuyu	phrase-prefix
chuyua	phrase-prefix
chuyuan	phrase-full
chuz	phrase-prefix
chuzh	phrase-prefix
chuzho	phrase-prefix
chuzhon	phrase-prefix
chuzhong	phrase-full
chw	adjacent-key
chwn	adjacent-key
chwng	adjacent-key
chy	adjacent-key
chya	adjacent-key
chyai	adjacent-key
chyan	adjacent-key
chyang	adjacent-key
chyi	adjacent-key
chyn	adjacent-key
chyo	adjacent-key
ci	adjacent-key,missing-letter,phrase-prefix,syllable
cia	adjacent-key,transposed-letters
cian	adjacent-key
ciang	adjacent-key
ciao	adjacent-key
cie	adjacent-key
cih	phrase-prefix,transposed-letters
cihu	phrase-prefix
cihua	phrase-prefix
cihuai	phrase-full
cii	adjacent-key
cin	adjacent-key
cing	adjacent-key
cio	adjacent-key
ciong	adjacent-key
cit	phrase-prefix
citi	phrase-prefix
citia	phrase-prefix
citiao	phrase-full
citu	phrase-prefix
citui	phrase-full
ciu	adjacent-key,transposed-letters
cix	phrase-prefix
cixi	phrase-prefix
cixio	phrase-prefix
cixion	phrase-prefix
cixiong	phrase-prefix
cixiongm	phrase-prefix
cixiongmo	phrase-prefix
cixiongmob	phrase-prefix
cixiongmobi	phrase-prefix
cixiongmobia	phrase-prefix
cixiongmobian	phrase-full
cj	phrase-initial
cja	adjacent-key
cjai	adjacent-key
cjan	adjacent-key
cjang	adjacent-key
cjao	adjacent-key
cje	adjacent-key
cjen	adjacent-key
cjeng	adjacent-key
cji	adjacent-key,phrase-mixed
cjian	phrase-mixed
cjiangs	phrase-mixed
cjiao	phrase-mixed
cjiaoy	phrase-mixed
cjin	phrase-mixed
cjing	phrase-mixed
cjong	adjacent-key
cjou	adjacent-key
cjs	phrase-initial
cju	adjacent-key
cjua	adjacent-key
cjuai	adjacent-key
cjuan	adjacent-key
cjuang	adjacent-key
cjui	adjacent-key
cjun	adjacent-key
cjuo	adjacent-key
cjy	phrase-initial
ck	phrase-initial
ckai	phrase-mixed
ckou	phrase-mixed
ckuang	phrase-mixed
cl	phrase-initial
clc	phrase-initial
clei	phrase-mixed
cli	phrase-mixed
cliu	phrase-mixed
cliw	phrase-mixed
clvc	phrase-mixed
clw	phrase-initial
cm	phrase-initial
cma	phrase-mixed
cmang	phrase-mixed
cmeng	phrase-mixed
cmgz	phrase-initial
cming	phrase-mixed
cminggzhong	phrase-mixed
cmu	phrase-mixed
cn	missing-letter
cna	transposed-letters
cnag	transposed-letters
cne	transposed-letters
cneg	transposed-letters
cng	missing-letter
cnhk	phrase-initial
cnianlyue	phrase-mixed
cnly	phrase-initial
cnog	transposed-letters
cnu	transposed-letters
cnuanhkai	phrase-mixed
co	adjacent-key,missing-letter,phrase-prefix,syllable-prefix
coa	transposed-letters
cobg	adjacent-key
cog	missing-letter
cogn	transposed-letters
cohng	transposed-letters
cohu	transposed-letters
coi	adjacent-key
comg	adjacent-key
con	missing-letter,syllable-prefix
conf	adjacent-key
cong	missing-letter,syllable
conh	adjacent-key
cou	missing-letter,phrase-prefix,syllable,transposed-letters
couj	phrase-prefix
couji	phrase-prefix
coujin	phrase-full
coy	adjacent-key
cp	phrase-initial
cpi	phrase-mixed
cpng	adjacent-key
cpu	adjacent-key,phrase-mixed
cq	phrase-initial
cqi	phrase-mixed
cqing	phrase-mixed
cqu	phrase-mixed
cr	adjacent-key,phrase-initial
cran	phrase-mixed
crenzmei	phrase-mixed
crn	adjacent-key
crng	adjacent-key
cru	phrase-mixed
crzm	phrase-initial
cs	adjacent-key,phrase-initial
cscs	phrase-initial
csez	phrase-mixed
cshao	phrase-mixed
cshi	phrase-mixed
cshizdao	phrase-mixed
cshou	phrase-mixed
cshuaicshi	phrase-mixed
csi	adjacent-key
csl	phrase-initial
csn	adjacent-key
csng	adjacent-key
cso	adjacent-key
csongl	phrase-mixed
csz	phrase-initial
cszd	phrase-initial
ct	phrase-initial
cth	phrase-initial
ctiao	phrase-mixed
ctongh	phrase-mixed
ctongw	phrase-mixed
ctui	phrase-mixed
ctw	phrase-initial
cu	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
cua	missing-letter,syllable-prefix
cuab	adjacent-key
cuai	missing-letter
cuam	adjacent-key
cuan	adjacent-key,missing-letter,syllable
cuang	missing-letter
cub	adjacent-key
cue	adjacent-key
cuh	transposed-letters
cuha	transposed-letters
cuhai	transposed-letters
cuhan	transposed-letters
cuhang	transposed-letters
cuhi	transposed-letters
cuhn	transposed-letters
cuho	transposed-letters
cui	adjacent-key,missing-letter,phrase-prefix,syllable
cuiz	phrase-prefix
cuizh	phrase-prefix
cuizhu	phrase-full
cum	adjacent-key
cun	adjacent-key,missing-letter,phrase-prefix,syllable
cuna	transposed-letters
cunl	phrase-prefix
cunli	phrase-prefix
cunliu	phrase-full
cuo	adjacent-key,missing-letter,phrase-prefix,syllable,transposed-letters
cuoy	phrase-prefix
cuoya	phrase-prefix
cuoyao	phrase-full
cup	adjacent-key
cusn	adjacent-key
cuu	adjacent-key
cuz	phrase-prefix
cuzh	phrase-prefix
cuzhi	phrase-prefix
cuzhid	phrase-prefix
cuzhida	phrase-prefix
cuzhiday	phrase-prefix
cuzhidaye	phrase-full
cw	adjacent-key,phrase-initial
cwei	phrase-mixed
cwen	phrase-mixed
cwenx	phrase-mixed
cwenz	phrase-mixed
cwn	adjacent-key
cwng	adjacent-key
cwu	phrase-mixed
cwx	phrase-initial
cwz	phrase-initial
cx	phrase-initial
cxi	phrase-mixed
cxian	phrase-mixed
cxiangzyi	phrase-mixed
cxiao	phrase-mixed
cxiongmbian	phrase-mixed
cxmb	phrase-initial
cxuez	phrase-mixed
cxz	phrase-initial
cxzy	phrase-initial
cy	adjacent-key,phrase-initial
cyan	adjacent-key
cyao	phrase-mixed
cyc	phrase-initial
cygz	phrase-initial
cyi	adjacent-key
cyigzhong	phrase-mixed
cyinc	phrase-mixed
cymm	phrase-initial
cyn	adjacent-key
cyo	adjacent-key
cyu	phrase-mixed
cyuan	phrase-mixed
cyummian	phrase-mixed
cz	phrase-initial
czai	phrase-mixed
czdy	phrase-initial
czhe	phrase-mixed
czhidye	phrase-mixed
czhong	phrase-mixed
czhu	phrase-mixed
czhuos	phrase-mixed
czs	phrase-initial
d	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
da	adjacent-key,missing-letter,phrase-prefix,syllable,syllable-prefix
dab	adjacent-key
dabg	adjacent-key
dad	phrase-prefix
dado	phrase-prefix
dadon	phrase-prefix
dadong	phrase-prefix
dadongb	phrase-prefix
dadongbe	phrase-prefix
dadongbei	phrase-full
dadu	phrase-prefix
dadui	phrase-prefix
daduir	phrase-prefix
daduire	phrase-prefix
daduiren	phrase-prefix
