input	hiragana	katakana	consumed
bakarik	ばかり	バカリ	6
bakarika	ばかりか	バカリカ	0
bakarikagyouko	ばかりかぎょうこ	バカリカギョウコ	0
bakemono	ばけもの	バケモノ	0
baken	ばけん	バケン	0
bakeru	ばける	バケル	0
baketsu	ばけつ	バケツ	0
bakkin	ばっきん	バッキン	0
bakku	ばっく	バック	0
bakkuappu	ばっくあっぷ	バックアップ	0
bakkuboon	ばっくぼおん	バックボオン	0
bakkuguraundo	ばっくぐらうんど	バックグラウンド	0
bakkuhando	ばっくはんど	バックハンド	0
bakkunetto	ばっくねっと	バックネット	0
bakkusu	ばっくす	バックス	0
bakkusukuriin	ばっくすくりいん	バックスクリイン	0
baku	ばく	バク	0
bakuchiku	ばくちく	バクチク	0
bakud	ばく	バク	4
bakuda	ばくだ	バクダ	0
bakudai	ばくだい	バクダイ	0
bakudaiaidenteiteii	ばくだいあいでんていていい	バクダイアイデンテイテイイ	0
bakudan	ばくだん	バクダン	0
bakufu	ばくふ	バクフ	0
bakuga	ばくが	バクガ	0
bakugeki	ばくげき	バクゲキ	0
bakuha	ばくは	バクハ	0
bakuhatsu	ばくはつ	バクハツ	0
bakum	ばく	バク	4
bakuma	ばくま	バクマ	0
bakumat	ばくま	バクマ	6
bakumats	ばくま	バクマ	6
bakumatsu	ばくまつ	バクマツ	0
bakumatsuichida	ばくまついちだ	バクマツイチダ	0
bakuon	ばくおん	バクオン	0
bakuro	ばくろ	バクロ	0
bakuryou	ばくりょう	バクリョウ	0
bakushou	ばくしょう	バクショウ	0
bakuteria	ばくてりあ	バクテリア	0
bakuyaku	ばくやく	バクヤク	0
bakuzen	ばくぜん	バクゼン	0
bamen	ばめん	バメン	0
bamubamu	ばむばむ	バムバム	0
ban	ばん	バン	0
banana	ばなな	バナナ	0
banchi	ばんち	バンチ	0
bando	ばんど	バンド	0
bane	ばね	バネ	0
bangohan	ばんごはん	バンゴハン	0
bangou	ばんごう	バンゴウ	0
bangumi	ばんぐみ	バングミ	0
banira	ばにら	バニラ	0
banji	ばんじ	バンジ	0
banjin	ばんじん	バンジン	0
bankaa	ばんかあ	バンカア	0
banken	ばんけん	バンケン	0
bankoku	ばんこく	バンコク	0
bankon	ばんこん	バンコン	0
bankou	ばんこう	バンコウ	0
banku	ばんく	バンク	0
bankuubaa	ばんくうばあ	バンクウバア	0
bankyuusoku	ばんきゅうそく	バンキュウソク	0
banme	ばんめ	バンメ	0
bannen	ばんねん	バンネン	0
bannin	ばんにん	バンニン	0
bannou	ばんのう	バンノウ	0
banpaa	ばんぱあ	バンパア	0
banri	ばんり	バンリ	0
banshaku	ばんしゃく	バンシャク	0
bansou	ばんそう	バンソウ	0
bansu	ばんす	バンス	0
bantamukyuu	ばんたむきゅう	バンタムキュウ	0
bante	ばんて	バンテ	0
banto	ばんと	バント	0
banyuu	ばにゅう	バニュウ	0
banzai	ばんざい	バンザイ	0
banzen	ばんぜん	バンゼン	0
banzuke	ばんずけ	バンズケ	0
bapponteki	ばっぽんてき	バッポンテキ	0
baputesuto	ばぷてすと	バプテスト	0
baqqwa	ばっくぁ	バックァ	0
bar	ば	バ	2
bara	ばら	バラ	0
baraado	ばらあど	バラアド	0
barabara	ばらばら	バラバラ	0
baraetei	ばらえてい	バラエテイ	0
barairo	ばらいろ	バライロ	0
barakku	ばらっく	バラック	0
baramaku	ばらまく	バラマク	0
baransu	ばらんす	バランス	0
baransushiito	ばらんすしいと	バランスシイト	0
barasu	ばらす	バラス	0
baree	ばれえ	バレエ	0
bareebooru	ばれえぼおる	バレエボオル	0
barentain	ばれんたいん	バレンタイン	0
barentaindee	ばれんたいんでえ	バレンタインデエ	0
bareriina	ばれりいな	バレリイナ	0
bareru	ばれる	バレル	0
bari	ばり	バリ	0
baria	ばりあ	バリア	0
baribari	ばりばり	バリバリ	0
barieeshon	ばりええしょん	バリエエション	0
barikan	ばりかん	バリカン	0
barikeedo	ばりけえど	バリケエド	0
bariki	ばりき	バリキ	0
bariton	ばりとん	バリトン	0
bariumu	ばりうむ	バリウム	0
barokku	ばろっく	バロック	0
baromeetaa	ばろめえたあ	バロメエタア	0
baru	ばる	バル	0
barubu	ばるぶ	バルブ	0
barukanrabaa	ばるかんらばあ	バルカンラバア	0
barukonii	ばるこにい	バルコニイ	0
barus	ばる	バル	4
baruse	ばるせ	バルセ	0
baruser	ばるせ	バルセ	6
barusero	ばるせろ	バルセロ	0
baruseron	ばるせろん	バルセロン	0
baruserona	ばるせろな	バルセロナ	0
baruseronauruou	ばるせろなうるおう	バルセロナウルオウ	0
baruun	ばるうん	バルウン	0
bas	ば	バ	2
basha	ばしゃ	バシャ	0
basho	ばしょ	バショ	0
bassai	ばっさい	バッサイ	0
bassoku	ばっそく	バッソク	0
bassui	ばっすい	バッスイ	0
bassuru	ばっする	バッスル	0
basu	ばす	バス	0
basuketto	ばすけっと	バスケット	0
basukettobooru	ばすけっとぼおる	バスケットボオル	0
basuku	ばすく	バスク	0
basuruumu	ばするうむ	バスルウム	0
basut	ばす	バス	4
basuta	ばすた	バスタ	0
basutaa	ばすたあ	バスタア	0
basutaashuppanbutsu	ばすたあしゅっぱんぶつ	バスタアシュッパンブツ	0
basutei	ばすてい	バステイ	0
basuto	ばすと	バスト	0
basutsuaa	ばすつああ	バスツアア	0
bat	ば	バ	2
bataa	ばたあ	バタア	0
batabata	ばたばた	バタバタ	0
batafurai	ばたふらい	バタフライ	0
batan	ばたん	バタン	0
bateru	ばてる	バテル	0
bato	ばと	バト	0
baton	ばとん	バトン	0
batont	ばとん	バトン	5
batonta	ばとんた	バトンタ	0
batontat	ばとんた	バトンタ	7
batontatc	ばとんた	バトンタ	7
batontatch	ばとんた	バトンタ	7
batontatchi	ばとんた	バトンタ	7
batontatchishunkashuutou	ばとんた	バトンタ	7
batsu	ばつ	バツ	0
batsugun	ばつぐん	バツグン	0
batteingu	ばっていんぐ	バッテイング	0
batten	ばってん	バッテン	0
batterii	ばってりい	バッテリイ	0
batto	ばっと	バット	0
baumukuuhen	ばうむくうへん	バウムクウヘン	0
baundo	ばうんど	バウンド	0
bausaido	ばうさいど	バウサイド	0
bazaa	ばざあ	バザア	0
bazaaru	ばざある	バザアル	0
bba	っば	ッバ	0
bbaqqwe	っばっくぇ	ッバックェ	0
bbe	っべ	ッベ	0
bbeqqwi	っべっくぃ	ッベックィ	0
bbi	っび	ッビ	0
bbiqqwo	っびっくぉ	ッビックォ	0
bbo	っぼ	ッボ	0
bboqqwu	っぼっくぅ	ッボックゥ	0
bbu	っぶ	ッブ	0
bbuqqya	っぶっくゃ	ッブックャ	0
bbya	っびゃ	ッビャ	0
bbyaqqye	っびゃっくぇ	ッビャックェ	0
bbye	っびぇ	ッビェ	0
bbyeqqyi	っびぇっくぃ	ッビェックィ	0
bbyi	っびぃ	ッビィ	0
bbyiqqyo	っびぃっくょ	ッビィックョ	0
bbyo	っびょ	ッビョ	0
bbyoqqyu	っびょっくゅ	ッビョックュ	0
bbyu	っびゅ	ッビュ	0
bbyuqu	っびゅくぅ	ッビュクゥ	0
be	べ	ベ	0
bea	べあ	ベア	0
bear	べあ	ベア	3
beari	べあり	ベアリ	0
bearin	べありん	ベアリン	0
bearing	べありん	ベアリン	6
bearingu	べありんぐ	ベアリング	0
bearingushinjou	べありんぐしんじょう	ベアリングシンジョウ	0
bebii	べびい	ベビイ	0
bebiifuudo	べびいふうど	ベビイフウド	0
bebiikaa	べびいかあ	ベビイカア	0
bebiishittaa	べびいしったあ	ベビイシッタア	0
beddo	べっど	ベッド	0
bedouin	べどういん	ベドウイン	0
beeju	べえじゅ	ベエジュ	0
beekarii	べえかりい	ベエカリイ	0
beekon	べえこん	ベエコン	0
beeru	べえる	ベエル	0
beeshikku	べえしっく	ベエシック	0
beesu	べえす	ベエス	0
beesuappu	べえすあっぷ	ベエスアップ	0
beesukyanpu	べえすきゃんぷ	ベエスキャンプ	0
beeta	べえた	ベエタ	0
beetoovyen	べえとおゔぇん	ベエトオヴェン	0
bei	べい	ベイ	0
beigun	べいぐん	ベイグン	0
beihan	べいはん	ベイハン	0
beijin	べいじん	ベイジン	0
beika	べいか	ベイカ	0
beikoku	べいこく	ベイコク	0
beiruuto	べいるうと	ベイルウト	0
bejitaburu	べじたぶる	ベジタブル	0
bek	べ	ベ	2
beki	べき	ベキ	0
bekidehanai	べきではない	ベキデハナイ	0
bekk	べ	ベ	2
bekka	べっか	ベッカ	0
bekkan	べっかん	ベッカン	0
bekkankontorasuto	べっかんこんとらすと	ベッカンコントラスト	0
bekko	べっこ	ベッコ	0
bekkyo	べっきょ	ベッキョ	0
bekutaa	べくたあ	ベクタア	0
bekutoru	べくとる	ベクトル	0
ben	べん	ベン	0
benchaa	べんちゃあ	ベンチャア	0
benchi	べんち	ベンチ	0
benechiangurasu	べねちあんぐらす	ベネチアングラス	0
benefyitto	べねふぃっと	ベネフィット	0
bengaku	べんがく	ベンガク	0
bengi	べんぎ	ベンギ	0
bengo	べんご	ベンゴ	0
bengonin	べんごにん	ベンゴニン	0
bengoshi	べんごし	ベンゴシ	0
beni	べに	ベニ	0
beniya	べにや	ベニヤ	0
beniyaita	べにやいた	ベニヤイタ	0
benjin	べんじん	ベンジン	0
benjo	べんじょ	ベンジョ	0
benkai	べんかい	ベンカイ	0
benkei	べんけい	ベンケイ	0
benkyou	べんきょう	ベンキョウ	0
benkyouchuu	べんきょうちゅう	ベンキョウチュウ	0
benmei	べんめい	ベンメイ	0
benmukan	べんむかん	ベンムカン	0
benpi	べんぴ	ベンピ	0
benri	べんり	ベンリ	0
benrisa	べんりさ	ベンリサ	0
benron	べんろん	ベンロン	0
bens	べん	ベン	3
bensai	べんさい	ベンサイ	0
bensh	べん	ベン	3
bensho	べんしょ	ベンショ	0
benshou	べんしょう	ベンショウ	0
benshousausupoo	べんしょうさうすぽお	ベンショウサウスポオ	0
bentou	べんとう	ベントウ	0
benzetsu	べんぜつ	ベンゼツ	0
beoguraado	べおぐらあど	ベオグラアド	0
beppyou	べっぴょう	ベッピョウ	0
beqwa	べくぁ	ベクァ	0
ber	べ	ベ	2
beranda	べらんだ	ベランダ	0
beree	べれえ	ベレエ	0
beriidansu	べりいだんす	ベリイダンス	0
bero	べろ	ベロ	0
beru	べる	ベル	0
berufuasuto	べるふあすと	ベルフアスト	0
berufurikomu	べるふりこむ	ベルフリコム	0
berugii	べるぎい	ベルギイ	0
berumaaku	べるまあく	ベルマアク	0
berumotto	べるもっと	ベルモット	0
beruto	べると	ベルト	0
berutokonbea	べるとこんべあ	ベルトコンベア	0
bessatsu	べっさつ	ベッサツ	0
besshitsu	べっしつ	ベッシツ	0
bessou	べっそう	ベッソウ	0
besuto	べすと	ベスト	0
besutoseraa	べすとせらあ	ベストセラア	0
besutoten	べすとてん	ベストテン	0
beta	べた	ベタ	0
betaa	べたあ	ベタア	0
betabeta	べたべた	ベタベタ	0
beteran	べてらん	ベテラン	0
betsu	べつ	ベツ	0
betsubetsu	べつべつ	ベツベツ	0
betsuin	べついん	ベツイン	0
betsujin	べつじん	ベツジン	0
betsumei	べつめい	ベツメイ	0
betsumondai	べつもんだい	ベツモンダイ	0
betsumune	べつむね	ベツムネ	0
betsuni	べつに	ベツニ	0
betto	べっと	ベット	0
bi	び	ビ	0
bia	びあ	ビア	0
biagaaden	びあがあでん	ビアガアデン	0
biba	びば	ビバ	0
bibaaku	びばあく	ビバアク	0
bibiddo	びびっど	ビビッド	0
bibou	びぼう	ビボウ	0
bichiku	びちく	ビチク	0
bideo	びでお	ビデオ	0
bideoteepu	びでおてえぷ	ビデオテエプ	0
bidou	びどう	ビドウ	0
biennaare	びえんなあれ	ビエンナアレ	0
bigaku	びがく	ビガク	0
biggu	びっぐ	ビッグ	0
bigguban	びっぐばん	ビッグバン	0
bigguibento	びっぐいべんと	ビッグイベント	0
biginaa	びぎなあ	ビギナア	0
bihaku	びはく	ビハク	0
biibaa	びいばあ	ビイバア	0
biichi	びいち	ビイチ	0
biichisandaru	びいちさんだる	ビイチサンダル	0
biidama	びいだま	ビイダマ	0
biifu	びいふ	ビイフ	0
biiguru	びいぐる	ビイグル	0
biika	びいか	ビイカ	0
biimu	びいむ	ビイム	0
biinzu	びいんず	ビインズ	0
biiru	びいる	ビイル	0
biishiki	びいしき	ビイシキ	0
biisuto	びいすと	ビイスト	0
biito	びいと	ビイト	0
biizu	びいず	ビイズ	0
bij	び	ビ	2
biji	びじ	ビジ	0
bijin	びじん	ビジン	0
bijine	びじね	ビジネ	0
bijines	びじね	ビジネ	6
bijinesu	びじねす	ビジネス	0
bijinesuman	びじねすまん	ビジネスマン	0
bijinesuraiku	びじねすらいく	ビジネスライク	0
bijinesushouri	びじねすしょうり	ビジネスショウリ	0
bijireiku	びじれいく	ビジレイク	0
bijitaa	びじたあ	ビジタア	0
bijo	びじょ	ビジョ	0
bijon	びじょん	ビジョン	0
bijuaru	びじゅある	ビジュアル	0
bijutsu	びじゅつ	ビジュツ	0
bijutsukan	びじゅつかん	ビジュツカン	0
bijutsuten	びじゅつてん	ビジュツテン	0
bika	びか	ビカ	0
bikini	びきに	ビキニ	0
bikkuri	びっくり	ビックリ	0
bikou	びこう	ビコウ	0
bikubiku	びくびく	ビクビク	0
bikutaa	びくたあ	ビクタア	0
bikutoria	びくとりあ	ビクトリア	0
bikutorii	びくとりい	ビクトリイ	0
bimyou	びみょう	ビミョウ	0
bin	びん	ビン	0
binbou	びんぼう	ビンボウ	0
binbounin	びんぼうにん	ビンボウニン	0
binetsu	びねつ	ビネツ	0
bingo	びんご	ビンゴ	0
biniiru	びにいる	ビニイル	0
binjou	びんじょう	ビンジョウ	0
binkan	びんかん	ビンカン	0
binsen	びんせん	ビンセン	0
binsoku	びんそく	ビンソク	0
binwan	びんわん	ビンワン	0
binzume	びんずめ	ビンズメ	0
biora	びおら	ビオラ	0
biqwe	びくぇ	ビクェ	0
bir	び	ビ	2
bira	びら	ビラ	0
birejji	びれっじ	ビレッジ	0
biri	びり	ビリ	0
biribiri	びりびり	ビリビリ	0
biriy	びり	ビリ	4
biriya	びりや	ビリヤ	0
biriyaa	びりやあ	ビリヤア	0
biriyaad	びりやあ	ビリヤア	7
biriyaado	びりやあど	ビリヤアド	0
biriyaadoshouhou	びりやあどしょうほう	ビリヤアドショウホウ	0
biru	びる	ビル	0
biruboodo	びるぼおど	ビルボオド	0
birudeingu	びるでいんぐ	ビルデイング	0
birutoin	びるといん	ビルトイン	0
biryou	びりょう	ビリョウ	0
bisai	びさい	ビサイ	0
biseibutsu	びせいぶつ	ビセイブツ	0
bishin	びしん	ビシン	0
bishobisho	びしょびしょ	ビショビショ	0
bishonure	びしょぬれ	ビショヌレ	0
bishou	びしょう	ビショウ	0
bisshiri	びっしり	ビッシリ	0
bisshori	びっしょり	ビッショリ	0
bisu	びす	ビス	0
bisuketto	びすけっと	ビスケット	0
bisutakaa	びすたかあ	ビスタカア	0
bitamin	びたみん	ビタミン	0
biten	びてん	ビテン	0
bitto	びっと	ビット	0
biwa	びわ	ビワ	0
biwako	びわこ	ビワコ	0
biy	び	ビ	2
biyo	びよ	ビヨ	0
biyou	びよう	ビヨウ	0
biyouin	びよういん	ビヨウイン	0
biyous	びよう	ビヨウ	5
biyoush	びよう	ビヨウ	5
biyoushi	びようし	ビヨウシ	0
biyoushiookusu	びようしおおくす	ビヨウシオオクス	0
biza	びざ	ビザ	0
bo	ぼ	ボ	0
bobu	ぼぶ	ボブ	0
bobusuree	ぼぶすれえ	ボブスレエ	0
bochi	ぼち	ボチ	0
bodei	ぼでい	ボデイ	0
bodeii	ぼでいい	ボデイイ	0
bodeiiburoo	ぼでいいぶろお	ボデイイブロオ	0
bodeikon	ぼでいこん	ボデイコン	0
bogii	ぼぎい	ボギイ	0
boijaa	ぼいじゃあ	ボイジャア	0
boikotto	ぼいこっと	ボイコット	0
boin	ぼいん	ボイン	0
boiraa	ぼいらあ	ボイラア	0
boisu	ぼいす	ボイス	0
boisurekoodaa	ぼいすれこおだあ	ボイスレコオダア	0
bok	ぼ	ボ	2
bokasu	ぼかす	ボカス	0
boke	ぼけ	ボケ	0
boker	ぼけ	ボケ	4
bokeru	ぼける	ボケル	0
bokeruhonkyo	ぼけるほんきょ	ボケルホンキョ	0
boketsu	ぼけつ	ボケツ	0
boki	ぼき	ボキ	0
bokin	ぼきん	ボキン	0
bokki	ぼっき	ボッキ	0
bokkusu	ぼっくす	ボックス	0
bokoku	ぼこく	ボコク	0
bokokugo	ぼこくご	ボコクゴ	0
bokoodaa	ぼこおだあ	ボコオダア	0
bokou	ぼこう	ボコウ	0
boku	ぼく	ボク	0
bokuchiku	ぼくちく	ボクチク	0
bokujou	ぼくじょう	ボクジョウ	0
bokumetsu	ぼくめつ	ボクメツ	0
bokura	ぼくら	ボクラ	0
bokusaa	ぼくさあ	ボクサア	0
bokushi	ぼくし	ボクシ	0
bokushingu	ぼくしんぐ	ボクシング	0
bokusou	ぼくそう	ボクソウ	0
bokut	ぼく	ボク	4
bokuta	ぼくた	ボクタ	0
bokutac	ぼくた	ボクタ	6
bokutach	ぼくた	ボクタ	6
bokutachi	ぼくたち	ボクタチ	0
bokutachijuneebu	ぼくたちじゅねえぶ	ボクタチジュネエブ	0
bokuya	ぼくや	ボクヤ	0
bon	ぼん	ボン	0
bonbe	ぼんべ	ボンベ	0
bonchi	ぼんち	ボンチ	0
bondo	ぼんど	ボンド	0
bonjin	ぼんじん	ボンジン	0
bonnetto	ぼんねっと	ボンネット	0
bonnou	ぼんのう	ボンノウ	0
